category,product_description,review_date,review_rating,review_title,review_text,verified_purchase,sentiment,length,similarity,deviation,label
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,3/15/2019,5,"Great, as always.","I really liked this face wash and I would definitely buy it in the future. My skin reacts well to simple products, my face was glowing when I got out of the shower. I would definitely rocemmend to a friend as well. [This review was collected as part of a promotion.]",False,0.9312,58,0.032936789198529895,0.38202247191011196,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/26/2019,5,Brilliant after effects,This is something I've never tried before and I've now been using it daily and my skin in looking and feeling better. It has a very delicate smell and is easy on the skin and is all goodness I absolutely love this x [This review was collected as part of a promotion.],False,0.9359,58,0.04175341247763708,0.38202247191011196,Fake
Homecare,Domestos Ultra White & Sparkle Thick Bleach 750ml,3/5/2019,5,,This bleach has became a bit of a obsession of mine. living in a very big house 6 bed pool room I use 2 bottles of this each day and I have to say I luv it!!. I always used the pink bleach in the stables aswell but my new favourite has to be the white 1. My maid thought it was for white washing and added it to the whites bedding towels ect and it done the trick there aswell.,False,-0.3786,87,0.011880881569713451,0.0,Fake
Homecare,Comfort Creations Cherryblossom & Sweetpea Fabric Conditioner 33 Wash 1.16L,3/10/2019,5,please sell bigger bottle of this,I always used the honey suckle and sandalwood 55 wash bottle and loved the smell of that . But when I was in Asda yesterday I smelt this one and wow can honestly say I will be making a permanent change to this one it’s beautiful cherry blossom and sweet pea such beautiful smells I just wish you would sell the bigger size bottle of this the 55washes one like you do in the honey suckle and sandal wood one can you start selling the 55 wash in this one please? Thanks,False,0.9917,95,0.01462688587105761,0.3636363636363633,Fake
Homecare,Comfort Creations Cherryblossom & Sweetpea Fabric Conditioner 33 Wash 1.16L,3/3/2019,5,Best Scented Fabric Conditioner,"This is one of the nicest smelling fabric conditioners I have smelt ever. My clothes always have a beautiful scent after using and I just can’t get enough of it, mmmm! Please don’t stop making this Comfort people!",False,0.8829,46,0.01808840069783609,0.3636363636363633,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",2/27/2019,4,It's ok,Bought this when down in price. Smells in tub. Cleans good on a 30 wash. Only reason why I won't buy again clothes don't smell like they do when you put them in.,False,0.1999,38,0.04165631440160936,0.3809523809523814,Fake
Personal Care,Simple Kind To Skin Soothing Facial Toner 200ml,2/23/2019,5,By far the best toner,"I've been using this product for a few days now and I have to say that is really kind to skin.It doesn't had a bad smell,my skin feels so smooth and soft after using it.I truly recommend this product to everyone. [This review was collected as part of a promotion.]",False,0.8988,58,0.0556788395204064,0.7424242424242422,Fake
Personal Care,Simple Kind to Skin Eye Make-Up Remover 125ml,3/14/2019,5,Excellent,"I've been using this remover for years. It's not scented, not greasy & doesn't irritate the eye area even when removing stubborn mascara. Fantastic value too.",False,0.3214,33,0.017412298373934747,2.8,Fake
Personal Care,Simple Kind To Skin Soothing Facial Toner 200ml,2/23/2019,5,Amazing For My Skin,"So I have a oily combination skin type and I am forever getting spots and blackheads in my t-zone because of this, especially over my nose. Being fed up with it all I started to cleanse, tone and moisturise. This toner is by far the best one I have ever used. It smells amazing. It doesn't irritate my skin like some other brands I've tried do (despite not having sensitive skin) and my blackheads and spots are clearing up. My oily t-zone isn't so much of a problem anymore. Definitely getting this from now on and recommending to anyone that has similar issues to me [This review was collected as part of a promotion.]",False,0.9112,130,0.025869497115781376,0.7424242424242422,Fake
Personal Care,Simple Kind To Skin Replenishing Rich Moisturiser 125ml,3/1/2019,5,Very Effective,I have eczema and acne rosacea on my face and I use this coz have very dry skin and other products sting my face and make it worse where as this it makes my skin nice and soft and is very effective and helps my eczema too.,False,0.7146,48,0.028356396922874866,2.2857142857142856,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,3/1/2019,3,Lathers up nicely,"I've been using this daily, the product lathers up nicely with a little water and the bottle is a good size so it'll last a long time. I found it quite drying on my skin compared to other facial washes I've used and I don't think even the smell was refreshing to me which was a little disappointing [This review was collected as part of a promotion.]",False,0.4391,76,0.04690638995846792,1.617977528089888,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,3/2/2019,5,Kind cleansing,"Suffering from mild Ezyema, my skin has always been sensitive and dry so i'm very careful when using skincare products preferring brands who use no nasties. I've been a fan of Simple for a while now, using their moisturisers and face wipes and have just switched to using their Kind to Skin face wash. 3 weeks in and i've noticed my skin is more radiant and less dry than it has been, with my face left feeling clean and fresh after each wash. It's light, refreshing, non perfumed and best of all kind to skin but still cleansing. A great every day mild cleanser that you can introduce to your skin care regime. A great product at a very affordable price range. [This review was collected as part of a promotion.]",False,0.9778,148,0.052587014595335324,0.38202247191011196,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/24/2019,5,Lovely and refreshing,I usually like a moisturising face wash as I have fairly dry skin but this is lovely to use after a long day. Leaves no residue and left my skin feeling really soft. I need to be careful not to use too much as a little can go along way. [This review was collected as part of a promotion.],False,0.7783,65,0.054202631327434775,0.38202247191011196,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,3/2/2019,4,Gentle and refreshing,"Having sensitive skin it's usually difficult to find a facial wash that is effective, refreshing, gentle and doesn't dry out my skin. This ticked all those boxes and my skin was left feeling clean and fresh. I will definitely be buying this Simple product again. [This review was collected as part of a promotion.]",False,0.836,64,0.04662784849046278,0.617977528089888,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,3/13/2019,4,Good and fresh wash,"I really like this product, I use it in my double cleansing routine, after using oil to remove my makeup, this product helps removing all the rest. I feel that it really respect my acne prone skin and leaves it fresh and smooth. [This review was collected as part of a promotion.]",False,0.8775,60,0.04084680843767586,0.617977528089888,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/25/2019,5,Great for every day skin care,"This product is really surprising! It leaves my face looking and feeling so smooth, soft and fresh! Its a really gentle product and feels amazing when being massaged into wet skin. It rinses off without leaving and any residue and is fantastic value for money! I would certainly recommend this product as part of your every day skin care routine. [This review was collected as part of a promotion.]",False,0.978,78,0.054274742679481,0.38202247191011196,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/26/2019,5,Amazing,I use to use shops own brand face wash which seemed to dry my face out and cause spots since trying the simple kind refreshing face wash my face has never felt as soft and no signs of dry skin or spots will definitely be buying this face wash [This review was collected as part of a promotion.],False,0.5994,61,0.03454722401983004,0.38202247191011196,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/26/2019,5,Kind and soft on skin,I've been using this face wash for just over a week now. I'm really happy with the way it makes my skin feel. It's not drying all and has no harsh chemical smells. It lathers up really well and a little goes a long way. It removes my make up well and leaves my skin nice and soft . Great packaging in a easy squeeze tube. [This review was collected as part of a promotion.],False,0.9257,86,0.05385348246862596,0.38202247191011196,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,3/19/2019,4,Simple products never let you down,"I bought this a few months ago due to the fact that I love Simple skincare products and was looking for a drugstore face wash that didn't have lots of nasties. This is the perfect gentle face wash after I take my makeup off, leaved my skin feeling very soft and clean, followed by Simple moisturiser and it's a no brainer. [This review was collected as part of a promotion.]",False,0.8739,79,0.03520703901989659,0.617977528089888,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,2/26/2019,5,Brilliant after effects,This is something I've never tried before and I've now been using it daily and my skin in looking and feeling better. It has a very delicate smell and is easy on the skin and is all goodness I absolutely love this x [This review was collected as part of a promotion.],False,0.9359,58,0.04175341247763708,0.38202247191011196,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,3/15/2019,5,"Great, as always.","I really liked this face wash and I would definitely buy it in the future. My skin reacts well to simple products, my face was glowing when I got out of the shower. I would definitely rocemmend to a friend as well. [This review was collected as part of a promotion.]",False,0.9312,58,0.032936789198529895,0.38202247191011196,Fake
Personal Care,Simple Kind to Skin Refreshing Facial Gel Wash 150ml,3/5/2019,5,Best face wash,"This is the best face wash that I have used. It is gentle, fragrance free and it does not dry your skin.",False,0.886,25,0.03579145305826607,0.38202247191011196,Fake
Personal Care,Simple Kind to Skin Eye Make-Up Remover 125ml,2/23/2019,3,average but wouldn't use again,I found that a lot of product was needed to remove eye make up. It made my skin feel quite dry around my eyes after using as well.,False,0.2732,30,0.0311916851651387,0.7999999999999998,Fake
Refreshment,"Magnum Mini Classic, Almond & White Ice Cream 6 x 55ml",3/3/2019,4,a nice mixture of variety,A nice mixture of variety you get two of each flavour but its a bit too creamy compared to other brands..,False,0.2263,22,0.010044211582745459,0.3333333333333335,Fake
Refreshment,"Magnum Mini Classic, Almond & White Ice Cream 6 x 55ml",3/23/2019,5,A scrumptious combination of treats,These are yummy especially the almond flavoured one as it just melts in your mouth. This is my FAVE! The white chocolate flavoured ice cream is rich and creamy. Its great for white chocolate lovers. All three are scrumptious in their own special way. If you like dark chocolate there is a sweet treat in there for you too. I would 100% recommend!!,False,0.9877,72,0.014923212542599614,1.3333333333333335,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",2/26/2019,2,Poor Vale,"For hard water areas, which is most of England, you need to use two capsules in a wash giving only 19 washes in this packet, not the 38 advertised.",False,0.25,33,0.01262265096929218,2.4444444444444446,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",3/7/2019,3,MESSY,"These capsules do a good job but the last two times I've purchased them some have split in the packet. This is inconvenient, messy and wasteful. They are kept in a cool cupboard so they must be getting damaged in transit. Will be using Persil liquid until I read the problem has gone away.",False,-0.8705,60,0.01520817340871053,1.4444444444444446,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",3/1/2019,4,Once you pop,"Just pop it in the washer, add washing and press go. No problems just simple.",False,-0.5994,18,0.011397711982643293,0.5079365079365079,Fake
Foods,Hellmann's  Real Squeezy mayonnaise 750ml,2/23/2019,5,my favourite,"Low carb, genuine taste and often on offer. Nothing wrong with the bottle....",False,0.1164,16,0.007660502100690342,1.2000000000000002,Fake
Refreshment,Ben & Jerry's  Phish Food Ice Cream 500ml,2/23/2019,5,Wonderful,What can I say! This ice cream was absolutely gorgeous! Thoroughly recommend. Yummy!,False,0.917,17,0.012738048553703942,0.4883720930232558,Fake
Refreshment,Magnum  White Ice Cream 8 x 110ml,3/23/2019,5,Family Favourite,I’ve tried to substitute Magnums with other brands but there is always the ‘Not a Magnum’ disappointment from the family. I give up! Somethings are not worth cost cutting for. They’re just delicious.,False,0.1149,43,0.00973410133316337,0.0,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,3/8/2019,5,Classics scent,What can I say but a classic smell and they came quick,True,0.0,12,0.014311516596230594,0.18181818181818166,Genuine
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,3/3/2019,5,Bigger cans than usual!,Gift for my dad. He was pleased,True,0.7003,8,0.003205116952029095,0.18181818181818166,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,3/7/2019,5,Ok,"Smells nice, it’s for my boys",True,0.4215,9,0.01836648840551901,0.18181818181818166,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,3/2/2019,5,Good,Good,True,0.4404,1,0.05224310545150719,0.18181818181818166,Fake
Foods,Marmite  Spread Yeast Extract 500g,2/24/2019,5,I do not understand this question,Brilliant product and first class delivery to Spain--well done.,True,0.5859,12,0.011938121089548623,0.17647058823529438,Genuine
Foods,Pot Noodle  Bombay Bad Boy King Pot 114g,2/24/2019,2,a bit weird,They just seem a bit weird compared to the supermarket ones. I pour hot water on them but the noodles are quite tough and dried out. The ones from the supermarket as soon as I pour water on them I can easily mix it around with a fork but not these ones.... strange.,True,0.3503,57,0.009695551924317246,2.0,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,3/7/2019,5,Ok,"Smells nice, it’s for my boys",True,0.4215,9,0.01836648840551901,0.18181818181818166,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,3/8/2019,5,Classics scent,What can I say but a classic smell and they came quick,True,0.0,12,0.014311516596230594,0.18181818181818166,Genuine
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,3/3/2019,5,Bigger cans than usual!,Gift for my dad. He was pleased,True,0.7003,8,0.003205116952029095,0.18181818181818166,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,3/2/2019,5,Good,Good,True,0.4404,1,0.05224310545150719,0.18181818181818166,Fake
Homecare,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),2/24/2019,5,Decent value,Decent value and delivered next day on prime so convenient too.,True,0.34,12,0.01612423801424964,0.34999999999999964,Genuine
Homecare,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),3/18/2019,5,Good,Awsme,True,0.0,1,0.00039984006397441024,0.34999999999999964,Fake
Homecare,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),2/23/2019,3,Fabulous smell,Lovely smell but not very big for washes,True,0.34,8,0.026417501076598623,1.6500000000000004,Fake
Homecare,Surf & Comfort  Fragrance Essential Laundry Kit (3 Items),3/10/2019,5,Good value,Products as expected and better value than supermarket,True,0.6486,8,0.02268274438232718,2.2142857142857144,Fake
Homecare,Surf & Comfort  Fragrance Essential Laundry Kit (3 Items),3/9/2019,5,Very nice fragrance.,"I love the combination of the three products to buy together. The y work well together, the fragrance smell nice.",True,0.8442,23,0.03647190487468526,2.2142857142857144,Fake
Homecare,Surf & Comfort  Fragrance Essential Laundry Kit (3 Items),2/25/2019,2,Bottles leak,"Good quality usually. But i have a subscription and the past 2 times it has been delivered, the bottle of washing liquid has leaked everywhere and I've only had the beads and conditioner to use.",True,-0.25,39,0.026988618851572922,0.7857142857142856,Genuine
Homecare,Surf & Comfort  Fragrance Essential Laundry Kit (3 Items),3/5/2019,2,Very small sizes!,Smells lovely but it was all a lot smaller than I expected for the price. It’s half the price in supermarkets for the sizes you get on amazon,True,0.5346,31,0.023172234627439198,0.7857142857142856,Genuine
Homecare,Surf & Comfort  Fragrance Essential Laundry Kit (3 Items),2/23/2019,1,Washing liquid,Washing liquid had leaked in the box,True,-0.3182,7,0.009947207081765972,1.7857142857142856,Fake
Homecare,Surf & Comfort  Fragrance Essential Laundry Kit (3 Items),3/19/2019,5,Quality,Really good for the price,True,0.4927,5,0.05195786502114833,2.2142857142857144,Fake
Homecare,Surf & Comfort  Fragrance Essential Laundry Kit (3 Items),3/19/2019,3,Very crafty!,Veey crafty! Price stays the same even though they’ve changed the bottles and how many washes you get! Your now getting 2 washes less!,True,0.0,29,0.013850259043981064,0.2142857142857144,Genuine
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,2/23/2019,5,nice,product as described,True,0.0,3,0.02034845135575165,0.6111111111111107,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",3/12/2019,5,Amazing value,Great product says what it does on the tin,True,0.6249,9,0.034290405142667416,0.6190476190476186,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",3/12/2019,3,Not as good as the powder,Not as good as the powder. Less suds and not totally cleaned.,True,-0.3412,14,0.014812773450031248,1.3809523809523814,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",3/10/2019,5,Better value,As expected. Better value than supermarket.,True,0.6486,8,0.02051759893667627,0.6190476190476186,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",3/8/2019,5,Great value compare to any supermarket,Washes well,True,0.2732,2,0.009055101063078944,0.6190476190476186,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",3/6/2019,5,Great value for money,"Quick delivery, good value",True,0.6486,5,0.03571561227498267,0.6190476190476186,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",3/5/2019,5,Extremely good value Persil washing capsules,"Some things in life are enjoyable to buy and some things plainly are not. No matter how pretty the product and how bright and bold the actual washing detergent is, it will always be a grudge purchase. No one likes to have dirty smelly clothes and wash powder / tablets / capsules are a necessity that makes a hole in everyone's weekly grocery budget that could be better spent on something interesting such as cakes or exotic vegetables that you have to look up how to cook. Along with Ariel, Fairy and Bold, Persil is one of the big brands that dominant the market for detergents. It is owned by global consumer products giant Unilever who are experts at branding and marketing. It is refreshing to see these capsules at such reasonable value., they work out 15p each which is an absolute bargain. Even the dodgy imitation ones you find in sub prime supermarkets are more than these, and the great thing about Persil is that you can guarantee that the product is going to be high quality. These capsules come in a rubbery gossamer coated casing containing a different brightly coloured gel like liquids in each of the four compartments. And very funky they look too with purple, green, white and grey swirls of gu. These things wash your clothes nicely too and have a pleasant smell without being too overbearing. I have no idea what happens to the plasticated casing on the outside of the capsule after you put in in the washing machine. Maybe it bio-de-grades, maybe it disappears by magic, this is one of lives great mysteries like the Great Sphinx at Giza, the Bermuda Triangle or the meaning of the Voynich Manuscript.",True,0.9919,310,0.02846739715264284,0.6190476190476186,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",3/5/2019,5,Good buy.,Please wash really well and there is no residue left in the drum. Washing comes out clean and smelling fresh.,True,0.7574,22,0.02606773343317104,0.6190476190476186,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",2/24/2019,5,Clothes are clean and Smell nice,"Happy with purchasing this product in bulk, cheaper than picking it up from the supermarket. Did not find any residue after the wash.",True,0.5719,26,0.020098222972545546,0.6190476190476186,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",2/23/2019,5,nice,product as described,True,0.0,3,0.02034845135575165,0.6190476190476186,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",3/17/2019,4,ok,it clean well,True,0.5859,3,0.01650240350120771,0.3809523809523814,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",3/16/2019,5,Great value,Second time ordering these. Bargain pack means it works out the same per capsule as a shops own brand! Clean the clothes well. Will definitely reorder again,True,0.8221,30,0.01884781963991718,0.6190476190476186,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",3/13/2019,5,Great value for money,Product as described. Arrived on time and great value for money .,True,0.7579,13,0.04981511436634452,0.6190476190476186,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",3/12/2019,5,Practical purchase,Great bulk buy obviously you need space but it's something that you use and need,True,0.3716,16,0.026268975324739836,0.6190476190476186,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",3/5/2019,5,Good buy.,Please wash really well and there is no residue left in the drum. Washing comes out clean and smelling fresh.,True,0.7574,22,0.02606773343317104,0.5,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",2/24/2019,5,Clothes are clean and Smell nice,"Happy with purchasing this product in bulk, cheaper than picking it up from the supermarket. Did not find any residue after the wash.",True,0.5719,26,0.020098222972545546,0.5,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",2/23/2019,5,nice,product as described,True,0.0,3,0.02034845135575165,0.5,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",3/17/2019,4,ok,it clean well,True,0.5859,3,0.01650240350120771,0.5,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",3/16/2019,5,Great value,Second time ordering these. Bargain pack means it works out the same per capsule as a shops own brand! Clean the clothes well. Will definitely reorder again,True,0.8221,30,0.01884781963991718,0.5,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",3/13/2019,5,Great value for money,Product as described. Arrived on time and great value for money .,True,0.7579,13,0.04981511436634452,0.5,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",3/12/2019,5,Practical purchase,Great bulk buy obviously you need space but it's something that you use and need,True,0.3716,16,0.026268975324739836,0.5,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",3/12/2019,5,Amazing value,Great product says what it does on the tin,True,0.6249,9,0.034290405142667416,0.5,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",3/12/2019,3,Not as good as the powder,Not as good as the powder. Less suds and not totally cleaned.,True,-0.3412,14,0.014812773450031248,1.5,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",3/10/2019,5,Better value,As expected. Better value than supermarket.,True,0.6486,8,0.02051759893667627,0.5,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",3/8/2019,5,Great value compare to any supermarket,Washes well,True,0.2732,2,0.009055101063078944,0.5,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",3/6/2019,5,Great value for money,"Quick delivery, good value",True,0.6486,5,0.03571561227498267,0.5,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",3/5/2019,5,Extremely good value Persil washing capsules,"Some things in life are enjoyable to buy and some things plainly are not. No matter how pretty the product and how bright and bold the actual washing detergent is, it will always be a grudge purchase. No one likes to have dirty smelly clothes and wash powder / tablets / capsules are a necessity that makes a hole in everyone's weekly grocery budget that could be better spent on something interesting such as cakes or exotic vegetables that you have to look up how to cook. Along with Ariel, Fairy and Bold, Persil is one of the big brands that dominant the market for detergents. It is owned by global consumer products giant Unilever who are experts at branding and marketing. It is refreshing to see these capsules at such reasonable value., they work out 15p each which is an absolute bargain. Even the dodgy imitation ones you find in sub prime supermarkets are more than these, and the great thing about Persil is that you can guarantee that the product is going to be high quality. These capsules come in a rubbery gossamer coated casing containing a different brightly coloured gel like liquids in each of the four compartments. And very funky they look too with purple, green, white and grey swirls of gu. These things wash your clothes nicely too and have a pleasant smell without being too overbearing. I have no idea what happens to the plasticated casing on the outside of the capsule after you put in in the washing machine. Maybe it bio-de-grades, maybe it disappears by magic, this is one of lives great mysteries like the Great Sphinx at Giza, the Bermuda Triangle or the meaning of the Voynich Manuscript.",True,0.9919,310,0.02846739715264284,0.5,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",3/17/2019,4,ok,it clean well,True,0.5859,3,0.01650240350120771,0.44444444444444464,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",3/16/2019,5,Great value,Second time ordering these. Bargain pack means it works out the same per capsule as a shops own brand! Clean the clothes well. Will definitely reorder again,True,0.8221,30,0.01884781963991718,0.5555555555555554,Genuine
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",3/13/2019,5,Great value for money,Product as described. Arrived on time and great value for money .,True,0.7579,13,0.04981511436634452,0.5555555555555554,Genuine
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",3/12/2019,5,Practical purchase,Great bulk buy obviously you need space but it's something that you use and need,True,0.3716,16,0.026268975324739836,0.5555555555555554,Genuine
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",3/12/2019,5,Amazing value,Great product says what it does on the tin,True,0.6249,9,0.034290405142667416,0.5555555555555554,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",3/12/2019,3,Not as good as the powder,Not as good as the powder. Less suds and not totally cleaned.,True,-0.3412,14,0.014812773450031248,1.4444444444444446,Genuine
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",3/10/2019,5,Better value,As expected. Better value than supermarket.,True,0.6486,8,0.02051759893667627,0.5555555555555554,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",3/8/2019,5,Great value compare to any supermarket,Washes well,True,0.2732,2,0.009055101063078944,0.5555555555555554,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",3/6/2019,5,Great value for money,"Quick delivery, good value",True,0.6486,5,0.03571561227498267,0.5555555555555554,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",3/5/2019,5,Extremely good value Persil washing capsules,"Some things in life are enjoyable to buy and some things plainly are not. No matter how pretty the product and how bright and bold the actual washing detergent is, it will always be a grudge purchase. No one likes to have dirty smelly clothes and wash powder / tablets / capsules are a necessity that makes a hole in everyone's weekly grocery budget that could be better spent on something interesting such as cakes or exotic vegetables that you have to look up how to cook. Along with Ariel, Fairy and Bold, Persil is one of the big brands that dominant the market for detergents. It is owned by global consumer products giant Unilever who are experts at branding and marketing. It is refreshing to see these capsules at such reasonable value., they work out 15p each which is an absolute bargain. Even the dodgy imitation ones you find in sub prime supermarkets are more than these, and the great thing about Persil is that you can guarantee that the product is going to be high quality. These capsules come in a rubbery gossamer coated casing containing a different brightly coloured gel like liquids in each of the four compartments. And very funky they look too with purple, green, white and grey swirls of gu. These things wash your clothes nicely too and have a pleasant smell without being too overbearing. I have no idea what happens to the plasticated casing on the outside of the capsule after you put in in the washing machine. Maybe it bio-de-grades, maybe it disappears by magic, this is one of lives great mysteries like the Great Sphinx at Giza, the Bermuda Triangle or the meaning of the Voynich Manuscript.",True,0.9919,310,0.02846739715264284,0.5555555555555554,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",3/5/2019,5,Good buy.,Please wash really well and there is no residue left in the drum. Washing comes out clean and smelling fresh.,True,0.7574,22,0.02606773343317104,0.5555555555555554,Genuine
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",2/24/2019,5,Clothes are clean and Smell nice,"Happy with purchasing this product in bulk, cheaper than picking it up from the supermarket. Did not find any residue after the wash.",True,0.5719,26,0.020098222972545546,0.5555555555555554,Genuine
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",2/23/2019,5,nice,product as described,True,0.0,3,0.02034845135575165,0.5555555555555554,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",3/17/2019,4,ok,it clean well,True,0.5859,3,0.01650240350120771,0.5079365079365079,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",3/16/2019,5,Great value,Second time ordering these. Bargain pack means it works out the same per capsule as a shops own brand! Clean the clothes well. Will definitely reorder again,True,0.8221,30,0.01884781963991718,0.4920634920634921,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",3/13/2019,5,Great value for money,Product as described. Arrived on time and great value for money .,True,0.7579,13,0.04981511436634452,0.4920634920634921,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",3/12/2019,5,Practical purchase,Great bulk buy obviously you need space but it's something that you use and need,True,0.3716,16,0.026268975324739836,0.4920634920634921,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",3/12/2019,5,Amazing value,Great product says what it does on the tin,True,0.6249,9,0.034290405142667416,0.4920634920634921,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",3/12/2019,3,Not as good as the powder,Not as good as the powder. Less suds and not totally cleaned.,True,-0.3412,14,0.014812773450031248,1.507936507936508,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",3/10/2019,5,Better value,As expected. Better value than supermarket.,True,0.6486,8,0.02051759893667627,0.4920634920634921,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",3/8/2019,5,Great value compare to any supermarket,Washes well,True,0.2732,2,0.009055101063078944,0.4920634920634921,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",3/6/2019,5,Great value for money,"Quick delivery, good value",True,0.6486,5,0.03571561227498267,0.4920634920634921,Fake
